Date,Open,High,Low,Close,Adj Close,Volume,Returns
2020-05-18,78.2925,79.125,77.58,78.74,76.89866,135178400.0,0.023560993
2020-05-19,78.7575,79.63,78.2525,78.285,76.4543,101729600.0,-0.005778499
2020-05-20,79.17,79.88,79.13,79.8075,77.941216,111504800.0,0.019448424
2020-05-21,79.665,80.2225,78.9675,79.2125,77.360115,102688800.0,-0.0074556246
2020-05-22,78.9425,79.8075,78.8375,79.7225,77.8582,81803200.0,0.006438525
2020-05-26,80.875,81.06,79.125,79.1825,77.330826,125522000.0,-0.0067735226
2020-05-27,79.035,79.6775,78.2725,79.5275,77.667755,112945200.0,0.004356986
2020-05-28,79.1925,80.86,78.9075,79.5625,77.701935,133560800.0,0.00044007564
2020-05-29,79.8125,80.2875,79.1175,79.485,77.62625,153532400.0,-0.0009740246
2020-06-01,79.4375,80.5875,79.3025,80.4625,78.580894,80791200.0,0.012297943
2020-06-02,80.1875,80.86,79.7325,80.835,78.94469,87642800.0,0.0046295277
2020-06-03,81.165,81.55,80.575,81.28,79.37927,104491200.0,0.0055049374
2020-06-04,81.0975,81.405,80.195,80.58,78.69563,87560400.0,-0.008612318
2020-06-05,80.8375,82.9375,80.8075,82.875,80.93698,137250400.0,0.028481228
2020-06-08,82.5625,83.4,81.83,83.365,81.41551,95654400.0,0.0059123887
2020-06-09,83.035,86.4025,83.0025,85.9975,83.986465,147712400.0,0.031578176
2020-06-10,86.975,88.6925,86.5225,88.21,86.14721,166651600.0,0.025727285
2020-06-11,87.3275,87.765,83.87,83.975,82.01126,201662400.0,-0.04801024
2020-06-12,86.18,86.95,83.555,84.7,82.719315,200146000.0,0.0086336145
2020-06-15,83.3125,86.42,83.145,85.7475,83.74232,138808800.0,0.012367155
2020-06-16,87.865,88.3,86.18,88.02,85.96167,165428800.0,0.026502166
2020-06-17,88.7875,88.85,87.7725,87.8975,85.84204,114406400.0,-0.001391654
2020-06-18,87.8525,88.3625,87.305,87.9325,85.87622,96820400.0,0.00039816956
2020-06-19,88.66,89.14,86.2875,87.43,85.38547,264476000.0,-0.0057146573
2020-06-22,87.835,89.865,87.7875,89.7175,87.61947,135445200.0,0.026163716
2020-06-23,91.0,93.095,90.5675,91.6325,89.48969,212155600.0,0.021344846
2020-06-24,91.25,92.1975,89.63,90.015,87.909996,192623200.0,-0.017652275
2020-06-25,90.175,91.25,89.3925,91.21,89.07706,137522400.0,0.013275633
2020-06-26,91.1025,91.33,88.255,88.4075,86.340096,205256800.0,-0.030725772
2020-06-29,88.3125,90.5425,87.82,90.445,88.32996,130646000.0,0.02304686
2020-06-30,90.02,91.495,90.0,91.2,89.06729,140223200.0,0.008347423
2020-07-01,91.28,91.84,90.9775,91.0275,88.898834,110737200.0,-0.0018913456
2020-07-02,91.9625,92.6175,90.91,91.0275,88.898834,114041600.0,0.0
2020-07-06,92.5,93.945,92.4675,93.4625,91.276886,118655600.0,0.02675009
2020-07-07,93.8525,94.655,93.0575,93.1725,90.993675,112424400.0,-0.0031027652
2020-07-08,94.18,95.375,94.09,95.3425,93.11292,117092000.0,0.023290053
2020-07-09,96.2625,96.3175,94.6725,95.7525,93.51337,125642800.0,0.004300628
2020-07-10,95.335,95.98,94.705,95.92,93.67693,90257200.0,0.0017491252
2020-07-13,97.265,99.955,95.2575,95.4775,93.24477,191649200.0,-0.0046133776
2020-07-14,94.84,97.255,93.8775,97.0575,94.787834,170989200.0,0.016548574
2020-07-15,98.99,99.2475,96.49,97.725,95.43971,153198000.0,0.0068772365
2020-07-16,96.5625,97.405,95.905,96.5225,94.26534,110577600.0,-0.012304834
2020-07-17,96.9875,97.1475,95.84,96.3275,94.07489,92186800.0,-0.0020203881
2020-07-20,96.4175,98.5,96.0625,98.3575,96.057434,90318000.0,0.021074103
2020-07-21,99.1725,99.25,96.7425,97.0,94.731674,103433200.0,-0.013801741
2020-07-22,96.6925,97.975,96.6025,97.2725,94.997795,89001600.0,0.0028092072
2020-07-23,96.9975,97.0775,92.01,92.845,90.67384,197004400.0,-0.04551634
2020-07-24,90.9875,92.97,89.145,92.615,90.44922,185438800.0,-0.0024772815
2020-07-27,93.71,94.905,93.48,94.81,92.592865,121214000.0,0.023699997
2020-07-28,94.3675,94.55,93.2475,93.2525,91.071815,103625600.0,-0.016427286
2020-07-29,93.75,95.23,93.7125,95.04,92.817505,90329200.0,0.019168273
2020-07-30,94.1875,96.2975,93.7675,96.19,93.940605,158130000.0,0.012100091
2020-07-31,102.885,106.415,100.825,106.26,103.77512,374336800.0,0.10468868
2020-08-03,108.2,111.6375,107.8925,108.9375,106.39001,308151200.0,0.025197593
2020-08-04,109.1325,110.79,108.3875,109.665,107.10052,173071600.0,0.0066783554
2020-08-05,109.3775,110.3925,108.8975,110.0625,107.4887,121776800.0,0.003624479
2020-08-06,110.405,114.4125,109.7975,113.9025,111.238914,202428800.0,0.034889374
2020-08-07,113.205,113.675,110.2925,111.1125,108.7098,198045600.0,-0.022735873
2020-08-10,112.6,113.775,110.0,112.7275,110.28988,212403600.0,0.014534826
2020-08-11,111.97,112.4825,109.1075,109.375,107.00987,187902400.0,-0.029739868
2020-08-12,110.4975,113.275,110.2975,113.01,110.56627,165598000.0,0.033234283
2020-08-13,114.43,116.0425,113.9275,115.01,112.523026,210082000.0,0.017697591
2020-08-14,114.83,115.0,113.045,114.9075,112.42273,165565200.0,-0.00089133775
2020-08-17,116.0625,116.0875,113.9625,114.6075,112.12922,119561600.0,-0.002610775
2020-08-18,114.3525,116.0,114.0075,115.5625,113.06358,105633600.0,0.008332925
2020-08-19,115.9825,117.1625,115.61,115.7075,113.205444,145538000.0,0.0012547007
2020-08-20,115.75,118.3925,115.7325,118.275,115.717415,126907200.0,0.022189485
2020-08-21,119.2625,124.8675,119.25,124.37,121.680626,338054800.0,0.05153253
2020-08-24,128.6975,128.785,123.9375,125.8575,123.13596,345937600.0,0.011960306
2020-08-25,124.6975,125.18,123.0525,124.825,122.12578,211495600.0,-0.008203819
2020-08-26,126.18,126.9925,125.0825,126.5225,123.786575,163022400.0,0.013599071
2020-08-27,127.1425,127.485,123.8325,125.01,122.30679,155552400.0,-0.011954302
2020-08-28,126.0125,126.4425,124.5775,124.8075,122.10865,187630000.0,-0.001620049
2020-08-31,127.58,131.0,126.0,129.04,126.24965,225702700.0,0.033912413
2020-09-01,132.76,134.8,130.53,134.18,131.27849,151948100.0,0.0398325
2020-09-02,137.59,137.98,127.0,131.4,128.55861,200119000.0,-0.020718392
2020-09-03,126.91,128.84,120.5,120.88,118.26608,257599600.0,-0.08006097
2020-09-04,120.07,123.7,110.89,120.96,118.34435,332607200.0,0.0006618124
2020-09-08,113.95,118.99,112.68,112.82,110.380394,231366600.0,-0.06729479
2020-09-09,117.26,119.14,115.26,117.32,114.78307,176940500.0,0.039886426
2020-09-10,120.36,120.5,112.5,113.49,111.0359,182274400.0,-0.03264573
2020-09-11,114.57,115.23,110.0,112.0,109.57811,180860300.0,-0.013128966
2020-09-14,114.72,115.93,112.8,115.36,112.86546,140150100.0,0.030000092
2020-09-15,118.33,118.83,113.61,115.54,113.04157,184642000.0,0.0015603473
2020-09-16,115.23,116.0,112.04,112.13,109.705284,154679000.0,-0.02951382
2020-09-17,109.72,112.2,108.71,110.34,107.954,178011000.0,-0.015963513
2020-09-18,110.4,110.88,106.09,106.84,104.5297,287104900.0,-0.03172
2020-09-21,104.54,110.19,103.1,110.08,107.69964,195713800.0,0.030325707
2020-09-22,112.68,112.86,109.16,111.81,109.39222,183055400.0,0.015715756
2020-09-23,111.62,112.11,106.77,107.12,104.803635,150718700.0,-0.041946173
2020-09-24,105.17,110.25,105.0,108.22,105.87985,167743300.0,0.010268896
2020-09-25,108.43,112.44,107.67,112.28,109.852066,149981400.0,0.037516236
2020-09-28,115.01,115.32,112.78,114.96,112.474106,137672400.0,0.023868825
2020-09-29,114.55,115.31,113.57,114.09,111.622925,99382200.0,-0.0075677955
2020-09-30,113.79,117.26,113.62,115.81,113.30572,142675200.0,0.01507569
2020-10-01,117.64,117.72,115.83,116.79,114.26455,116120400.0,0.008462342
2020-10-02,112.89,115.37,112.22,113.02,110.57605,144712000.0,-0.03228035
2020-10-05,113.91,116.65,113.55,116.5,113.980804,106243800.0,0.030791068
2020-10-06,115.7,116.12,112.25,113.16,110.71303,161498200.0,-0.028669534
2020-10-07,114.62,115.55,114.13,115.08,112.59152,96849000.0,0.016967237
2020-10-08,116.25,116.4,114.59,114.97,112.4839,83477200.0,-0.00095584674
2020-10-09,115.28,117.0,114.92,116.97,114.44064,100506900.0,0.017395746
2020-10-12,120.06,125.18,119.28,124.4,121.70998,240226800.0,0.06352055
2020-10-13,125.27,125.39,119.65,121.1,118.48134,262330500.0,-0.026527306
2020-10-14,121.0,123.03,119.62,121.19,118.569405,150712000.0,0.0007432909
2020-10-15,118.72,121.2,118.15,120.71,118.09978,112559200.0,-0.0039607803
2020-10-16,121.28,121.55,118.81,119.02,116.446304,115393800.0,-0.014000644
2020-10-19,119.96,120.42,115.66,115.98,113.472046,120639300.0,-0.025541889
2020-10-20,116.2,118.98,115.63,117.51,114.968956,124423700.0,0.013191884
2020-10-21,116.67,118.71,116.45,116.87,114.342804,89946000.0,-0.0054462706
2020-10-22,117.45,118.04,114.59,115.75,113.24701,101988000.0,-0.009583416
2020-10-23,116.39,116.55,114.28,115.04,112.552376,82572600.0,-0.006133791
2020-10-26,114.01,116.55,112.88,115.05,112.562164,111850700.0,8.696852e-05
2020-10-27,115.49,117.28,114.54,116.6,114.078636,92276800.0,0.013472306
2020-10-28,115.05,115.43,111.1,111.2,108.795425,143937800.0,-0.046312008
2020-10-29,112.37,116.93,112.2,115.32,112.82632,146129200.0,0.03705019
2020-10-30,111.06,111.99,107.72,108.86,106.506,190272600.0,-0.056018136
2020-11-02,109.11,110.68,107.32,108.77,106.417946,122866900.0,-0.0008267219
2020-11-03,109.66,111.49,108.73,110.44,108.05184,107624400.0,0.015353574
2020-11-04,114.14,115.59,112.35,114.95,112.464325,138235500.0,0.040836725
2020-11-05,117.95,119.62,116.87,119.03,116.4561,126387100.0,0.035493705
2020-11-06,118.32,119.2,116.13,118.69,116.32378,114457900.0,-0.0011362584
2020-11-09,120.5,121.99,116.05,116.32,114.001045,154515300.0,-0.01996781
2020-11-10,115.55,117.59,114.13,115.97,113.658005,138023400.0,-0.0030090993
2020-11-11,117.19,119.63,116.44,119.49,117.10785,112295000.0,0.03035285
2020-11-12,119.62,120.53,118.57,119.21,116.83342,103162300.0,-0.0023433897
2020-11-13,119.44,119.67,117.87,119.26,116.88243,81581900.0,0.00041949668
2020-11-16,118.92,120.99,118.15,120.3,117.90169,91183000.0,0.008720358
2020-11-17,119.55,120.67,118.96,119.39,117.009834,74271000.0,-0.007564381
2020-11-18,118.61,119.82,118.0,118.03,115.67695,76322100.0,-0.011391228
2020-11-19,117.59,119.06,116.81,118.64,116.27476,74113000.0,0.005167917
2020-11-20,118.64,118.77,117.29,117.34,115.0007,73604300.0,-0.010957284
2020-11-23,117.18,117.62,113.75,113.85,111.58028,127959300.0,-0.029742649
2020-11-24,113.91,115.85,112.59,115.17,112.87396,113874200.0,0.011594216
2020-11-25,115.55,116.75,115.17,116.03,113.71681,76499200.0,0.007467176
2020-11-27,116.57,117.49,116.22,116.59,114.26565,46691300.0,0.004826338
2020-11-30,116.97,120.97,116.81,119.05,116.67662,169410200.0,0.021099715
2020-12-01,121.01,123.47,120.01,122.72,120.27345,127728200.0,0.03082736
2020-12-02,122.02,123.37,120.89,123.08,120.626274,89004200.0,0.0029334931
2020-12-03,123.52,123.78,122.21,122.94,120.48906,78967600.0,-0.0011375189
2020-12-04,122.6,122.86,121.52,122.25,119.81282,78260400.0,-0.0056124516
2020-12-07,122.31,124.57,122.25,123.75,121.28292,86712000.0,0.012269976
2020-12-08,124.37,124.98,123.09,124.38,121.90035,82225500.0,0.0050908374
2020-12-09,124.53,125.95,121.0,121.78,119.35217,115089200.0,-0.020903792
2020-12-10,120.5,123.87,120.15,123.24,120.78307,81312200.0,0.011988894
2020-12-11,122.43,122.76,120.55,122.41,119.96964,86939800.0,-0.006734642
2020-12-14,122.6,123.35,121.54,121.78,119.35217,79184500.0,-0.0051468834
2020-12-15,124.34,127.9,124.13,127.88,125.330574,157243700.0,0.050090425
2020-12-16,127.41,128.37,126.56,127.81,125.26198,98208600.0,-0.00054731965
2020-12-17,128.9,129.58,128.04,128.7,126.13422,94359800.0,0.006963311
2020-12-18,128.96,129.1,126.12,126.66,124.1349,192541500.0,-0.015850682
2020-12-21,125.02,128.31,123.45,128.23,125.6736,121251600.0,0.012395356
2020-12-22,131.61,134.41,129.65,131.88,129.25084,168904800.0,0.02846453
2020-12-23,132.16,132.43,130.78,130.96,128.3492,88223700.0,-0.006975907
2020-12-24,131.32,133.46,131.1,131.97,129.33902,54930100.0,0.0077119484
2020-12-28,133.99,137.34,133.51,136.69,133.96494,124486200.0,0.035765816
2020-12-29,138.05,138.79,134.34,134.87,132.18123,121047300.0,-0.013314728
2020-12-30,135.58,135.99,133.4,133.72,131.05414,96452100.0,-0.008526857
2020-12-31,134.08,134.74,131.72,132.69,130.04468,99116600.0,-0.0077026216
2021-01-04,133.52,133.61,126.76,129.41,126.830086,143301900.0,-0.024719136
2021-01-05,128.89,131.74,128.43,131.01,128.39815,97664900.0,0.012363485
2021-01-06,127.72,131.05,126.38,126.6,124.07609,155088000.0,-0.033661388
2021-01-07,128.36,131.63,127.86,130.92,128.31,109578200.0,0.034123495
2021-01-08,132.43,132.63,130.23,132.05,129.41745,105158200.0,0.008631068
2021-01-11,129.19,130.17,128.5,128.98,126.408646,100384500.0,-0.02324883
2021-01-12,128.5,129.69,126.86,128.8,126.23223,91951100.0,-0.0013955887
2021-01-13,128.76,131.45,128.49,130.89,128.28055,88636800.0,0.016226577
2021-01-14,130.8,131.0,128.76,128.91,126.34005,90221800.0,-0.015126988
2021-01-15,128.78,130.22,127.0,127.14,124.60534,111598500.0,-0.01373049
2021-01-19,127.78,128.71,126.94,127.83,125.281555,90757300.0,0.005426863
2021-01-20,128.66,132.49,128.55,132.03,129.39783,104319500.0,0.03285617
2021-01-21,133.8,139.67,133.59,136.87,134.14136,120150900.0,0.0366585
2021-01-22,136.28,139.85,135.02,139.07,136.29752,114459400.0,0.016073778
2021-01-25,143.07,145.09,136.54,142.92,140.07071,157611700.0,0.027683508
2021-01-26,143.6,144.3,141.37,143.16,140.30594,98390600.0,0.0016793625
2021-01-27,143.43,144.3,140.41,142.06,139.22787,140843800.0,-0.007683666
2021-01-28,139.52,141.99,136.7,137.09,134.357,142621100.0,-0.03498495
2021-01-29,135.83,136.74,130.21,131.96,129.32924,177523800.0,-0.037420873
2021-02-01,133.75,135.38,130.93,134.14,131.46577,106239800.0,0.016520128
2021-02-02,135.73,136.31,134.61,134.99,132.29886,83305400.0,0.0063368897
2021-02-03,135.76,135.77,133.61,133.94,131.26978,89880900.0,-0.007778474
2021-02-04,136.3,137.4,134.59,137.39,134.65096,84183100.0,0.02575749
2021-02-05,137.35,137.42,135.86,136.76,134.23383,75693800.0,-0.0030978578
2021-02-08,136.03,136.96,134.92,136.91,134.38104,71297200.0,0.0010967191
2021-02-09,136.62,137.88,135.85,136.01,133.4977,76774200.0,-0.006573446
2021-02-10,136.48,136.99,134.4,135.39,132.88913,73046600.0,-0.0045586275
2021-02-11,135.9,136.39,133.77,135.13,132.63394,64280000.0,-0.0019203075
2021-02-12,134.35,135.53,133.69,135.37,132.8695,60145100.0,0.0017760551
2021-02-16,135.49,136.01,132.79,133.19,130.7298,80576300.0,-0.016103841
2021-02-17,131.25,132.22,129.47,130.84,128.42316,97918500.0,-0.017644336
2021-02-18,129.2,130.0,127.41,129.71,127.31407,96856700.0,-0.008636177
2021-02-19,130.24,130.71,128.8,129.87,127.4711,87668800.0,0.0012333923
2021-02-22,128.01,129.72,125.6,126.0,123.672585,103916400.0,-0.029799031
2021-02-23,123.76,126.71,118.39,125.86,123.535164,158273000.0,-0.001111165
2021-02-24,124.94,125.56,122.23,125.35,123.03461,111039900.0,-0.004051939
2021-02-25,124.68,126.46,120.54,120.99,118.75513,148199500.0,-0.034782734
2021-02-26,122.59,124.85,121.2,121.26,119.02014,164560400.0,0.002231606
2021-03-01,123.75,127.93,122.79,127.79,125.42951,116307900.0,0.053851143
2021-03-02,128.41,128.72,125.01,125.12,122.80883,102260900.0,-0.020893661
2021-03-03,124.81,125.71,121.84,122.06,119.80535,112966300.0,-0.02445654
2021-03-04,121.75,123.6,118.62,120.13,117.911026,178155000.0,-0.015811691
2021-03-05,120.98,121.94,117.57,121.42,119.17718,153766600.0,0.010738194
2021-03-08,120.93,121.0,116.21,116.36,114.21065,154376600.0,-0.041673496
2021-03-09,119.03,122.06,118.79,121.09,118.85327,129525800.0,0.04064966
2021-03-10,121.69,122.17,119.45,119.98,117.763794,111943300.0,-0.009166576
2021-03-11,122.54,123.21,121.26,121.96,119.7072,103026500.0,0.016502568
2021-03-12,120.4,121.17,119.16,121.03,118.794395,88105100.0,-0.0076253028
2021-03-15,121.41,124.0,120.42,123.99,121.699715,92403800.0,0.024456702
2021-03-16,125.7,127.22,124.72,125.57,123.250534,115227900.0,0.012742999
2021-03-17,124.05,125.86,122.34,124.76,122.45549,111932600.0,-0.006450633
2021-03-18,122.88,123.18,120.32,120.53,118.30363,121229700.0,-0.033905078
2021-03-19,119.9,121.43,119.68,119.99,117.773605,185549500.0,-0.0044801813
2021-03-22,120.33,123.87,120.26,123.39,121.11081,111912300.0,0.028335754
2021-03-23,123.33,124.24,122.14,122.54,120.2765,95467100.0,-0.0068888357
2021-03-24,122.82,122.9,120.07,120.09,117.87175,88530500.0,-0.019993491
2021-03-25,119.54,121.66,119.0,120.59,118.36251,98844700.0,0.004163515
2021-03-26,120.35,121.48,118.92,121.21,118.97107,94071200.0,0.0051414813
2021-03-29,121.65,122.58,120.73,121.39,119.14776,80819200.0,0.0014851438
2021-03-30,120.11,120.4,118.86,119.9,117.685265,85671900.0,-0.012274624
2021-03-31,121.65,123.52,121.15,122.15,119.8937,118323800.0,0.018765604
2021-04-01,123.66,124.18,122.49,123.0,120.72799,75089100.0,0.006958577
2021-04-05,123.87,126.16,123.07,125.9,123.57444,88651200.0,0.02357739
2021-04-06,126.5,127.13,125.65,126.21,123.878685,80171300.0,0.0024620383
2021-04-07,125.83,127.92,125.14,127.9,125.53749,83466700.0,0.013390567
2021-04-08,128.95,130.39,128.52,130.36,127.952034,88844600.0,0.019233642
2021-04-09,129.8,133.04,129.47,133.0,130.54332,106686700.0,0.020252008
2021-04-12,132.52,132.85,130.63,131.24,128.81584,91420000.0,-0.013232986
2021-04-13,132.44,134.66,131.93,134.43,131.94684,91266500.0,0.024305992
2021-04-14,134.94,135.0,131.66,132.03,129.59119,87222800.0,-0.017853038
2021-04-15,133.82,135.0,133.64,134.5,132.01555,89347100.0,0.01870777
2021-04-16,134.3,134.67,133.28,134.16,131.68187,84922400.0,-0.002527575
2021-04-19,133.51,135.47,133.34,134.84,132.34929,94264200.0,0.005068423
2021-04-20,135.02,135.53,131.81,133.11,130.65125,94812300.0,-0.012830018
2021-04-21,132.36,133.75,131.3,133.5,131.03401,68847100.0,0.0029296828
2021-04-22,133.04,134.15,131.41,131.94,129.50285,84566500.0,-0.011685198
2021-04-23,132.16,135.12,132.16,134.32,131.83893,78657500.0,0.01803879
2021-04-26,134.83,135.06,133.56,134.72,132.23149,66905100.0,0.0029775945
2021-04-27,135.01,135.41,134.11,134.39,131.90762,66015800.0,-0.0024492487
2021-04-28,134.31,135.02,133.08,133.58,131.11255,107760100.0,-0.0060275095
2021-04-29,136.47,137.07,132.45,133.48,131.01439,151101000.0,-0.00074866816
2021-04-30,131.78,133.56,131.07,131.46,129.03174,109839500.0,-0.015133076
